user,check_in_time,lat,lon,loc_id
5098,2010-01-10T06:17:47Z,37.7818984667,-122.3988797167,172697
5106,2010-08-28T21:36:24Z,30.2470192421,-97.7506291866,80819
5109,2010-03-27T03:12:15Z,37.75836745,-122.4213599333,15905
5112,2010-03-15T23:46:49Z,30.2673363333,-97.74463275,17833
5118,2009-10-19T20:30:57Z,37.42719795,-122.1440613333,54236
5120,2010-05-02T22:59:33Z,30.2959633,-97.74276155,62336
5120,2010-04-01T23:48:01Z,30.2973278667,-97.7413094833,226248
5121,2010-10-13T04:23:58Z,61.2135794521,-149.8831047237,1187690
5121,2010-09-10T22:33:40Z,30.384390167,-97.675796367,1864647
5123,2010-08-26T23:35:28Z,30.2811204101,-97.7452111244,153505
5125,2010-07-12T13:26:15Z,30.2811204101,-97.7452111244,153505
5138,2010-03-09T22:24:06Z,30.3059189987,-97.9322342747,34093
5138,2010-02-02T16:01:54Z,30.3426796328,-97.7536895925,494635
5144,2010-07-07T12:44:33Z,32.7944177569,-96.8000006676,9066
5152,2010-09-04T00:29:00Z,34.2613547333,-118.4122196833,398635
5164,2010-07-31T20:34:59Z,38.8839379333,-94.7997850333,345079
5164,2010-02-19T02:33:10Z,38.9840368649,-94.7055285075,526349
5164,2010-01-22T01:41:27Z,39.0139987505,-94.6899068356,29321
5164,2009-12-14T01:22:08Z,38.9926865167,-94.6876384167,54090
5164,2009-12-12T04:31:13Z,38.9355972,-94.6072553167,59789
5169,2010-06-22T21:44:05Z,34.151641,-118.0691472833,1114328
5169,2010-06-22T13:03:24Z,34.60272276,-118.14276671,249081
5175,2010-01-04T17:34:46Z,32.9096746333,-96.95923805,9359
5177,2009-10-03T03:15:07Z,35.4792595713,-97.5214129686,24501
5179,2010-03-19T19:44:25Z,32.9684848333,-96.99439515,236047
5179,2010-03-19T14:40:50Z,32.8548396,-97.1073139833,639344
5179,2009-10-25T15:30:18Z,32.9638106745,-97.0340287685,27311
5179,2009-10-13T18:39:45Z,32.8808808667,-97.0826198333,46544
5179,2009-09-26T03:31:03Z,32.9097068167,-97.1885347333,13887
5181,2010-07-03T20:55:02Z,35.5250490195,-97.5444102287,18231
5184,2010-09-25T18:51:45Z,35.5502711879,-97.6153707504,27881
5184,2010-07-05T14:16:20Z,38.293035483,-85.55944445,1269032
5184,2010-05-29T00:10:16Z,38.2769465446,-85.7639229298,1186894
5187,2010-06-06T17:50:58Z,39.7103057,-76.6511826167,174387
5187,2010-05-30T23:32:23Z,41.97500745,-87.9058124833,874549
5189,2010-10-12T12:57:20Z,34.6735924478,-82.8358539853,114128
5189,2010-09-14T12:45:21Z,34.6735924478,-82.8358539853,114128
5189,2010-09-05T17:09:07Z,34.9049824248,-82.3756921291,2060873
5189,2009-09-28T21:21:29Z,34.7091017,-82.7894959,31028
5190,2010-09-21T18:02:15Z,30.2420297656,-81.5196483545,159493
5190,2010-09-18T23:28:39Z,30.2538961172,-81.5302920341,4006601
5196,2010-08-04T22:31:33Z,35.5571824333,-97.6374648167,25357
5196,2010-05-25T19:52:04Z,35.5119004667,-97.6312620667,41432
5200,2010-03-19T03:15:56Z,30.3352420833,-97.70051845,740987
5200,2010-02-14T03:05:19Z,30.5564195884,-97.6880496335,487686
5203,2010-03-22T18:08:53Z,35.5517500567,-97.6235348772,115946
5203,2010-02-25T18:17:44Z,35.6510764833,-97.4613108333,27043
5203,2009-12-30T22:42:56Z,43.6595513918,-84.246421356,231447
5204,2009-09-19T18:15:08Z,32.872234529,-96.9663619995,23567
5205,2010-08-26T00:43:53Z,35.4655684167,-97.5121178,88500
5205,2009-11-13T18:49:50Z,33.4440627167,-88.84690765,27611
5208,2010-02-13T20:21:49Z,35.5174381667,-97.5299707333,246461
5209,2010-02-23T00:24:42Z,29.9867517998,-95.3460719625,431233
5209,2009-11-26T00:17:35Z,29.96711165,-95.5625292833,28366
5214,2010-04-03T06:23:25Z,30.3528911167,-91.0153630333,519649
5215,2010-03-17T17:27:52Z,30.2678382333,-97.7472925167,9370
5219,2010-04-23T16:38:44Z,30.2657278333,-97.7435846833,29293
5219,2010-01-09T21:09:02Z,30.2726876667,-97.739439,9232
5222,2010-09-26T19:21:27Z,30.4757976671,-97.7955079079,1472232
5224,2010-03-12T05:31:17Z,37.7867756356,-122.4041640759,48678
5230,2010-09-27T15:06:22Z,30.2663601354,-97.7427971363,9226
5230,2010-07-06T16:21:37Z,30.3371208944,-97.7566618892,45672
5231,2010-07-15T01:20:04Z,30.2687879037,-97.7571630478,91234
5231,2010-07-02T18:53:40Z,30.4076913248,-97.7133786678,26919
5234,2010-08-18T00:55:23Z,39.1456774333,-119.7682889167,320098
5234,2010-08-09T17:56:30Z,40.4842481781,-89.0258459598,518217
5236,2010-09-22T01:42:11Z,30.4076913248,-97.7133786678,26919
5236,2010-08-27T13:05:52Z,30.4076913248,-97.7133786678,26919
5236,2010-06-01T01:25:26Z,30.3911084712,-97.7471423149,12019
5236,2010-04-06T12:53:43Z,30.4077690167,-97.7134782667,667822
5236,2010-03-10T23:13:40Z,30.3897523265,-97.7337761081,27264
5236,2010-01-28T17:55:21Z,30.2780628167,-97.7441596833,10682
5236,2010-01-22T13:54:44Z,30.4076913248,-97.7133786678,26919
5237,2010-06-16T14:52:46Z,42.3513953429,-71.0727199429,851991
5237,2010-04-03T15:41:11Z,39.0363529627,-77.4080371857,126207
5237,2010-03-14T17:49:38Z,30.2636079743,-97.7395677567,9246
5237,2010-03-13T16:37:54Z,30.265294493,-97.7385485172,9247
5237,2009-12-17T23:09:14Z,39.0363529627,-77.4080371857,126207
5238,2010-03-13T16:00:11Z,30.2650364594,-97.7461831119,9335
5241,2010-03-20T01:44:01Z,32.8926062333,-97.1008663167,28480
5242,2010-01-15T20:56:45Z,50.8819520433,4.7147333622,149852
5243,2010-09-09T23:48:41Z,32.7986704369,-96.7613660194,220646
5243,2010-07-06T23:17:20Z,32.7845024,-96.7808540333,21882
5243,2009-11-30T04:51:26Z,32.7782529668,-96.802559005,87358
5244,2010-03-16T04:02:54Z,30.266258,-97.744718,672017
5245,2010-09-05T21:43:51Z,26.5886060167,-80.14750395,474353
5245,2010-08-06T16:37:44Z,26.9056261833,-80.2988135,153512
5245,2010-07-31T15:22:49Z,26.848422107,-80.093895979,1490759
5246,2010-08-22T00:09:10Z,39.8495018818,-104.673871994,23256
5246,2010-02-20T16:34:18Z,34.1016566,-118.3402989667,366977
5251,2010-09-18T22:34:12Z,41.7087981833,-86.1812436833,402089
5252,2010-03-23T00:39:48Z,34.3805722667,-96.1308962833,125156
5262,2010-09-07T00:02:43Z,30.27628305,-97.76567865,26650
5262,2010-08-26T03:32:38Z,30.322159417,-97.730271767,1995839
5262,2010-08-21T23:17:56Z,30.2944761667,-97.7846824,1157282
5267,2010-05-31T13:38:10Z,32.749758495,-97.2652859263,879086
5267,2010-04-10T23:04:33Z,32.8680263076,-96.7680716515,229292
5267,2009-11-14T02:19:30Z,32.8127926333,-96.80428995,27118
5268,2010-08-08T05:04:36Z,30.2694643323,-97.7499103546,293641
5270,2010-09-23T18:04:15Z,30.1657042,-97.7922941833,98982
5275,2010-08-28T18:39:11Z,30.26460885,-97.7282381,2130553
5280,2010-06-27T22:43:12Z,40.7202899,-73.9879552,1338245
5281,2010-04-27T17:14:18Z,28.3563780667,-80.6080198167,9995
5282,2010-04-03T23:18:15Z,37.896030931,-122.0615279675,102456
5284,2010-05-23T16:53:12Z,42.3759850754,-71.1163768172,10054
5284,2010-02-14T00:14:46Z,37.523996837,-122.5163769722,147688
5285,2010-03-12T06:51:20Z,30.2668906357,-97.7456858754,9223
5287,2010-03-08T03:06:55Z,37.7486165833,-122.42246075,664709
5313,2009-12-10T01:48:32Z,37.3920571833,-122.0706892833,23206
5338,2010-07-23T03:09:59Z,37.8005883667,-122.4390192,166570
5351,2010-01-08T08:10:09Z,36.1251020333,-115.1644449667,49556
5351,2009-11-23T13:29:17Z,40.7458101407,-73.9882206917,60450
5352,2010-03-27T18:11:48Z,37.7980789914,-122.3961086833,19850
5352,2010-01-07T00:10:43Z,37.4256339167,-122.1459002,336402
5355,2010-02-14T15:01:48Z,32.8976418136,-97.04433918,9197
5357,2010-06-25T19:04:20Z,32.818179056,-96.8401064914,48894
5364,2010-03-15T17:30:53Z,32.8517327833,-96.8205708,151176
5364,2010-01-22T16:12:42Z,39.9276791261,116.4374656957,430305
5364,2009-10-27T23:10:02Z,25.8117878333,-80.3716421,65764
5373,2010-01-10T20:23:01Z,33.0942740441,-96.8207073212,9356
5373,2009-12-27T16:55:16Z,33.03560945,-96.7042535833,37677
5384,2010-07-17T18:58:17Z,33.0493962667,-96.8279814667,9358
5384,2010-07-14T14:58:01Z,33.9159725241,-84.3545437079,477751
5384,2010-05-04T19:33:38Z,33.0275802612,-96.8374099731,150504
5385,2010-02-19T07:35:39Z,47.6166041584,-122.3321553288,391067
5402,2010-07-11T01:53:53Z,47.63529187,-122.32355183,1111231
5404,2010-04-28T20:47:41Z,36.4001022967,-93.7397289276,801229
5406,2010-10-08T18:19:45Z,26.2973316,49.8262902167,1259704
5406,2010-09-16T19:13:52Z,51.5055704,-0.0754215,21006
5406,2010-06-09T12:59:43Z,24.747185367,46.70902225,1248902
5411,2010-09-18T01:13:53Z,38.2563937358,-85.755976073,1209771
5411,2010-03-13T16:29:49Z,38.2689764333,-85.6132332167,344887
5411,2010-01-16T02:29:51Z,38.2571044887,-85.7623887062,210340
5431,2009-12-28T10:13:51Z,51.4839789991,-1.5571181972,120332
5438,2010-01-01T04:25:35Z,45.5350041333,-122.6204895833,12365
5438,2009-12-27T22:50:20Z,45.310028109,-122.762914896,160840
5440,2010-04-24T15:28:49Z,40.7549081787,-73.9733749841,580488
5447,2010-08-28T17:25:58Z,30.2636861667,-97.8157854,9412
5447,2010-06-08T19:48:47Z,37.7848221058,-122.3958149095,27983
5454,2010-06-02T23:44:15Z,40.76464146,-73.96869599,870425
5462,2010-03-18T14:43:03Z,47.445091,-122.3034095667,14523
5463,2010-06-03T01:46:23Z,40.73024655,-73.99033115,72805
5464,2010-07-07T04:57:50Z,51.0064978333,-0.94175045,891918
5464,2010-06-11T15:18:48Z,51.0044236,-0.9366396833,357803
5469,2010-01-12T18:52:46Z,38.0009962667,-84.5249268333,208533
5471,2010-04-27T02:08:28Z,39.7536404747,-104.9919712543,136258
5479,2010-08-03T06:27:24Z,51.9249808788,4.4682276249,1521045
5479,2010-02-13T23:33:09Z,37.7763605,-122.4232935833,12282
5479,2010-01-07T01:45:36Z,37.6157866648,-122.3909461498,137907
5479,2010-01-05T02:38:05Z,37.7886204667,-122.40237705,154763
5479,2009-12-21T00:32:00Z,37.76644029,-122.4093997478,17797
5480,2010-01-16T00:35:02Z,33.433840895,-111.9017493725,140020
5496,2010-07-11T23:59:31Z,37.7599659833,-122.4659118,186735
5504,2010-09-12T21:03:35Z,37.6676018145,-122.4686692347,86109
5504,2010-04-19T22:43:14Z,37.7917835471,-122.397928771,790854
5504,2010-03-13T04:10:36Z,30.2672543395,-97.739444375,9249
5504,2010-03-11T23:31:33Z,37.6141838226,-122.389690876,150714
5509,2010-03-17T21:04:27Z,36.97544205,-122.02614235,69852
5509,2010-01-25T02:43:17Z,37.3010903191,-121.9515413046,266816
5509,2009-12-05T01:11:06Z,37.2800373231,-121.9511282444,29206
5512,2010-08-28T18:18:55Z,32.9607816685,-96.7316241081,620696
5518,2010-08-20T17:56:35Z,37.4443354462,-122.1634304523,547423
5518,2010-03-18T02:33:41Z,37.4406747667,-122.1731128667,197515
5526,2010-07-17T03:54:36Z,37.7642111054,-122.4627887446,33238
5526,2010-07-08T22:09:06Z,37.7640196819,-122.4663654734,862182
5529,2010-08-12T18:19:53Z,37.7582129775,-122.4213624001,480115
5529,2009-10-11T19:51:47Z,37.7643013,-122.42629765,9169
5530,2010-01-30T22:35:50Z,37.7146863047,-122.5005841255,269634
5533,2010-03-06T17:51:09Z,37.7524475333,-122.41888635,309508
5548,2010-08-26T02:42:12Z,37.7954054333,-122.3992773167,83646
5554,2010-09-07T00:59:37Z,39.53741753,-119.73631256,818668
5556,2010-09-03T23:49:32Z,43.70036143,-72.2894631,142461
5556,2010-08-20T15:07:37Z,37.7480208675,-122.459127903,47117
5556,2010-07-07T19:53:57Z,37.5659310333,-122.3195528333,190997
5556,2010-07-07T15:46:17Z,37.7763584407,-122.3935156712,91459
5562,2009-12-02T19:19:25Z,40.7154524,-73.9647769667,156762
5566,2009-12-27T20:48:32Z,38.2324643457,-122.6413410902,146667
5571,2010-01-01T05:29:19Z,37.6163560649,-122.3861503601,19542
5575,2010-08-14T04:02:46Z,38.7898757231,-121.2799161673,341909
5575,2010-01-27T00:08:05Z,38.6929917756,-121.5927772106,107181
5576,2010-01-12T23:24:18Z,33.6844250775,-112.0939940214,179938
5592,2010-04-06T12:00:28Z,41.4239965667,-81.9906726333,327880
5592,2010-02-18T17:13:02Z,41.4186036976,-81.9176308489,577225
5592,2010-01-21T13:59:33Z,41.4020835333,-81.6380996,424176
5596,2010-09-11T04:22:45Z,37.6163560649,-122.3861503601,19542
5596,2010-06-17T19:47:21Z,37.7643415333,-122.4307414167,161672
5596,2010-04-03T18:37:48Z,37.7565550667,-122.4211692667,11559
5596,2010-01-09T21:58:50Z,37.7565550667,-122.4211692667,11559
5596,2009-12-02T22:04:23Z,37.56399455,-122.3271627167,157317
5601,2010-03-16T06:01:46Z,33.93581199,-118.40720945,416393
5603,2009-10-28T18:36:57Z,37.7480208675,-122.459127903,47117
5604,2010-05-29T16:44:56Z,37.77029669,-122.44620156,962600
5604,2010-05-16T20:59:46Z,37.8050576667,-122.2943877,266902
5604,2010-05-16T18:46:38Z,37.7632974,-122.43445265,166430
5604,2010-02-04T18:50:53Z,37.75344665,-122.4209202833,491576
5604,2010-01-18T13:28:51Z,37.7974934333,-122.4323439333,319683
5604,2010-01-18T12:54:17Z,37.8001513833,-122.43934635,120479
5604,2010-01-12T22:44:10Z,37.7860412725,-122.4055257693,334246
5607,2010-07-06T19:36:57Z,37.7833670147,-122.4076724052,40843
5607,2009-12-22T21:25:57Z,37.7658805225,-122.4495792389,94660
5611,2010-02-25T21:52:49Z,34.1006469174,-118.2905244827,35173
5627,2010-07-30T20:40:37Z,19.622078313,-155.985324559,1529396
5628,2010-02-11T16:57:11Z,37.7623859667,-122.3984482333,298768
5634,2010-09-24T22:15:09Z,37.870059871,-122.3014354706,414769
5634,2010-08-21T02:27:48Z,37.7999265167,-122.2500959833,244259
5634,2010-03-29T02:26:50Z,37.8130419833,-122.2468153833,58459
5635,2010-08-14T14:06:47Z,36.1260119702,-115.1655471325,29152
5640,2010-10-10T03:21:13Z,34.0555483265,-118.2498192787,22184
5640,2010-03-12T14:25:26Z,40.7458101407,-73.9882206917,60450
5640,2009-12-14T00:44:10Z,34.0105717167,-118.4973825167,67357
5654,2010-09-09T02:00:45Z,30.2603090333,-97.7388304833,220372
5654,2010-07-19T18:26:26Z,30.25595745,-97.7620909833,223969
5654,2010-07-17T22:54:50Z,30.2580037984,-97.8073015809,1180605
5654,2010-06-09T18:34:10Z,30.1539963873,-97.7935552597,14225
5663,2010-07-24T04:40:58Z,30.2619802833,-97.7295041,9260
5664,2010-09-23T12:35:13Z,30.2653929496,-97.7312341332,26938
5667,2010-09-25T04:33:08Z,30.2673794348,-97.7364751697,9316
5667,2010-08-27T00:44:52Z,30.2832050158,-97.7201378345,718760
5674,2010-04-11T03:59:57Z,30.2955357104,-97.7416491508,15255
5676,2010-03-18T02:13:12Z,30.2670443,-97.7358555667,11662
5677,2010-03-31T03:29:32Z,30.263010098,-97.7250816461,316837
5683,2010-05-22T05:17:07Z,30.2644975702,-97.7303087711,83379
5686,2010-10-18T01:31:31Z,32.85253285,-97.19110965,11031
5687,2010-03-13T15:11:29Z,37.6133475433,-122.3887789249,151476
5692,2010-09-30T18:36:49Z,30.3960118333,-97.7196826,186475
5692,2010-09-25T17:19:22Z,30.2959633,-97.74276155,62336
5692,2010-09-10T23:47:10Z,30.2473584333,-97.7556580333,730531
5692,2010-06-02T17:31:37Z,30.4005245832,-97.7039480209,171484
5703,2010-09-29T00:16:59Z,30.2980366333,-97.7474727667,22611
5717,2010-07-23T01:23:03Z,29.9499026,-90.12792355,936086
5717,2010-06-03T00:03:45Z,30.2557309927,-97.7633857727,316637
5717,2010-05-05T18:54:20Z,30.1194955833,-97.6655313667,1040135
5719,2010-07-17T22:29:32Z,30.3911084712,-97.7471423149,12019
5729,2010-09-25T23:02:58Z,29.5908674462,-98.3525919914,228227
5735,2010-05-01T21:04:34Z,30.2314945333,-97.8008940167,18659
5735,2010-04-13T20:51:39Z,30.2619802833,-97.7295041,9260
5736,2010-06-23T14:12:20Z,30.2682597302,-97.7429580688,28283
5737,2010-04-06T00:41:10Z,30.3072342371,-97.7423831589,171061
5739,2010-06-18T19:56:28Z,30.2707337816,-97.7537029982,9241
5743,2010-08-10T21:17:13Z,36.1937242315,-95.8866977692,51534
5745,2010-08-23T19:11:43Z,32.78883935,-96.663685883,1361001
5759,2010-09-27T15:05:05Z,30.2223735167,-97.8370508167,17816
5764,2010-04-07T03:18:26Z,30.2580320833,-97.75076865,11396
5768,2010-09-18T23:57:32Z,30.4990038095,-97.6792824268,58206
5780,2010-07-28T17:43:37Z,45.5396477333,-122.6119774333,1025295
5780,2010-04-25T01:08:59Z,40.7862280278,-111.9822263718,34041
5790,2010-02-07T21:49:26Z,37.9275446274,-122.5178146362,61726
5802,2010-01-18T00:43:06Z,33.6791130406,-117.8612744808,22370
5808,2010-07-23T19:54:52Z,33.7682407833,-84.34937265,503853
5808,2010-06-19T17:09:00Z,33.7868674542,-84.4124409556,897735
5808,2010-04-09T23:39:15Z,33.7583577257,-84.3472015858,75481
5808,2010-04-03T19:11:39Z,33.7513196897,-84.3223965168,100419
5808,2010-02-12T01:40:14Z,32.7971613333,-96.80137395,12783
5808,2009-11-25T17:58:44Z,33.7735611,-84.2854562833,131415
5812,2010-08-29T17:56:20Z,30.43449075,-97.772767633,1393743
5812,2010-04-03T16:31:34Z,30.36092275,-97.7894340167,19000
5812,2009-10-16T17:15:17Z,30.4345107,-97.7714967667,11345
5819,2010-03-12T23:00:07Z,30.265294493,-97.7385485172,9247
5824,2010-06-25T18:48:10Z,43.6703377962,-79.430218935,1337693
5829,2010-03-20T18:11:16Z,30.264479037,-97.7395677567,675305
5831,2010-01-05T01:09:18Z,37.3924582833,-122.07908565,23308
5831,2009-09-12T19:46:43Z,37.4479079167,-122.1597719167,9591
5837,2010-03-14T04:15:06Z,30.262253,-97.72942,671276
5837,2009-12-21T04:52:52Z,37.3884737833,-121.98380485,154846
5839,2010-03-18T03:26:52Z,37.7996031903,-122.4084877968,167218
5842,2010-07-10T02:23:48Z,37.3881886333,-121.9532557833,218959
5842,2009-12-19T20:07:19Z,33.94484945,-118.3743753667,61254
5842,2009-11-22T21:59:51Z,37.8677109014,-122.2590011067,22871
5843,2010-05-23T18:40:29Z,33.8322355764,-118.185338974,416485
5845,2010-03-31T14:24:37Z,44.9487132176,-93.2992739763,115521
5845,2010-03-09T20:42:47Z,43.1539266167,-77.60796955,676758
5847,2010-03-03T22:35:22Z,37.791557615,-122.4043893814,195399
5847,2009-11-14T21:37:41Z,37.7953388902,-122.3937249184,9073
5867,2010-08-31T20:24:21Z,37.7366749,-122.240444533,1503307
5873,2010-05-22T23:43:19Z,45.52155107,-73.58408093,154803
5875,2010-08-15T22:38:46Z,37.1557537667,-121.65281365,190847
5876,2010-02-13T23:03:08Z,35.9244141333,-86.8702969,157956
5881,2010-05-07T01:47:46Z,28.666619,-81.4285484,111713
5882,2010-09-09T23:43:52Z,30.2557309927,-97.7633857727,316637
5884,2010-04-11T17:09:06Z,40.7342344305,-74.1645169258,19812
5884,2010-01-30T12:40:59Z,40.7208194333,-74.0466769333,465531
5886,2009-12-02T21:32:33Z,37.4473234267,-122.1894618691,157234
5890,2010-07-05T20:00:00Z,33.8692079167,-117.9539831,914235
5890,2010-07-04T04:07:17Z,33.9183457704,-117.8825980425,255745
5892,2010-02-12T13:13:42Z,51.5271154427,-0.0877726078,419868
5894,2009-12-22T22:31:52Z,43.14712715,-77.5758957,61012
5896,2010-08-21T14:26:33Z,37.3922717609,-122.030146122,847176
5896,2010-04-02T16:52:08Z,37.25914495,-122.0311439037,615150
5908,2010-08-08T10:18:39Z,39.86236774,116.37405043,1252035
5908,2010-06-09T07:09:11Z,40.06568843,116.54198682,1247881
5921,2010-01-06T19:38:19Z,35.09404373,-89.79510712,335020
5927,2010-05-07T11:00:54Z,-26.04182571,28.02723109,894596
5936,2010-01-03T07:31:27Z,37.7987791892,-122.4224568601,114402
5941,2010-03-14T14:51:06Z,30.2672936,-97.7398524167,692529
5943,2010-06-24T13:42:07Z,40.7331287798,-73.9924585819,1222599
5947,2010-04-29T00:21:21Z,41.6700283333,-71.2793000833,771209
5958,2010-09-24T13:36:49Z,30.2643400382,-97.7413809299,709919
5963,2009-12-24T18:00:33Z,41.8809846509,-87.6421129704,265069
5963,2009-11-10T12:45:28Z,43.1550113081,-77.6189339161,48620
5970,2010-03-17T05:28:36Z,30.26780605,-97.74154185,9222
5972,2010-06-05T18:28:17Z,39.7211217167,-104.95447305,82496
5972,2010-01-09T19:46:57Z,39.7189392122,-104.9012482166,352625
5974,2010-07-03T18:12:43Z,28.2374314098,-82.3584644345,752829
5975,2010-07-06T15:35:59Z,38.86265397,-77.37790161,229494
5975,2010-06-26T16:32:24Z,38.9305707185,-77.0515823364,807084
5980,2009-12-18T23:28:16Z,43.1462258156,-77.6057747658,208830
5980,2009-11-24T15:07:42Z,43.1550113081,-77.6189339161,48620
5983,2010-08-17T00:24:33Z,33.334041,-111.971029,1916172
5988,2010-04-30T23:43:46Z,34.0583342167,-118.4428675,1041729
5993,2010-07-20T23:56:21Z,35.7883718642,-78.6474376917,13975
5996,2010-03-23T23:43:21Z,37.4820433833,-122.2477489333,520113
5997,2010-01-31T02:51:18Z,34.097559289,-118.329170175,28493
6004,2010-10-10T19:42:14Z,34.75492705,-92.4168356667,325748
6013,2010-05-04T04:01:06Z,32.1004444711,34.8266601563,1059100
6014,2010-06-23T16:49:49Z,40.2346841,-74.769186525,599029
6021,2010-08-02T19:28:38Z,47.6098959378,-122.3346132243,57033
6024,2010-09-25T06:29:20Z,37.7981553167,-122.4062794,20473
6025,2009-11-04T23:36:14Z,35.4352730631,-97.4476460562,62043
6025,2009-10-04T18:44:42Z,35.4356789,-97.39332615,36858
6027,2009-11-14T18:30:52Z,35.4934774014,-97.5275230408,25593
6031,2010-06-09T01:46:24Z,37.7848932823,-122.4049580097,17653
6035,2009-12-09T18:04:30Z,35.4925687833,-97.5259061333,72718
6038,2009-11-23T01:17:39Z,35.4821516833,-97.5153798667,32704
6038,2009-11-23T00:41:43Z,35.4928309924,-97.5307953358,31589
6038,2009-11-22T00:21:14Z,35.5016528667,-97.5653024333,120273
6038,2009-11-22T00:10:35Z,35.5074601987,-97.5658526155,24924
6038,2009-11-18T13:53:14Z,35.5003405667,-97.5166644167,40812
6038,2009-11-15T20:08:54Z,35.5006247,-97.5346092667,92635
6038,2009-11-13T03:53:30Z,35.5004257333,-97.5177166667,48064
6038,2009-11-10T02:13:43Z,35.5280663167,-97.5688665167,54532
6038,2009-10-14T23:06:11Z,35.5804729833,-97.6204063333,47941
6041,2010-08-06T18:45:08Z,45.3309854833,-121.7112971667,443310
6041,2010-06-17T01:58:24Z,47.658579,-122.3500409167,18012
6044,2009-11-01T15:56:14Z,36.1472899167,-97.0317714333,73308
6046,2010-02-20T17:21:49Z,32.9529896833,-97.2831037833,587909
6048,2010-08-01T03:47:03Z,35.5140898783,-97.5295507908,55488
6050,2010-10-10T01:14:07Z,35.5101599413,-97.5662541389,44451
6056,2009-12-17T17:16:18Z,35.6094241833,-97.46434035,80086
6056,2009-11-23T15:16:34Z,35.5647255,-97.4994974,46554
6075,2010-03-16T19:30:30Z,30.2637934667,-97.7419281,9449
6079,2010-07-18T05:49:34Z,30.2702612148,-97.7500927448,51856
6087,2010-10-09T00:59:19Z,29.9431617959,-90.0659747617,868662
6092,2010-07-22T01:20:01Z,38.9312050152,-94.409122467,206563
6093,2010-10-12T16:47:45Z,42.3695628694,-71.0291486979,652541
6095,2010-10-01T19:43:17Z,38.8843185484,-94.6696078777,163951
6095,2009-12-07T18:44:03Z,39.1694888167,-94.5982498167,178563
6103,2010-07-22T00:06:31Z,38.9674080827,-95.2351502983,25207
6110,2010-03-13T22:21:51Z,32.8145959833,-96.94792525,412703
6112,2010-07-27T20:13:10Z,34.01679695,-118.5013549167,52235
6112,2010-02-02T16:14:50Z,30.2707337816,-97.7537029982,9241
6113,2009-12-21T01:14:37Z,30.255337127,-97.7626669407,43638
6116,2010-04-26T21:26:49Z,30.2616897558,-97.7451789379,9282
6116,2010-03-10T21:39:17Z,30.2260112333,-97.7621376667,303303
6117,2010-03-26T21:07:10Z,30.38881981,-97.84657585,628765
6120,2010-08-21T02:49:20Z,30.2607051484,-97.7378162742,85830
6122,2010-07-14T06:10:51Z,32.965746583,-97.096544717,1268951
6122,2010-04-26T01:33:11Z,30.2470932007,-97.7766647339,49194
6122,2010-04-18T22:37:27Z,30.2686303786,-97.7424001694,13087
6125,2010-09-04T04:37:09Z,30.2015573297,-97.6671266556,9410
6133,2010-10-18T18:14:49Z,30.1945677088,-97.843199727,929333
6133,2010-10-17T00:28:57Z,30.2223865667,-97.8361602833,102106
6133,2010-07-26T01:21:04Z,40.0180900233,-105.2782514691,448795
6135,2010-09-02T22:02:37Z,30.2707337816,-97.7537029982,9241
6135,2010-04-29T02:42:29Z,30.2090905667,-97.7811401,331259
6137,2010-08-27T23:35:26Z,40.731451289,-73.724133781,2584178
6139,2010-08-14T17:36:28Z,30.2478719156,-97.7503395081,69847
6139,2010-08-01T00:01:22Z,30.5329281833,-97.7835255333,23587
6139,2010-07-13T19:34:12Z,30.3222978,-97.7139472833,12763
6139,2010-05-09T00:39:19Z,30.2679777,-97.7500391,10672
6139,2010-04-15T22:34:44Z,30.4076913248,-97.7133786678,26919
6141,2010-10-03T15:57:53Z,32.8586629744,-96.803766489,856293
6150,2010-09-27T16:59:16Z,30.2495587045,-97.7665507793,162386
6150,2010-07-14T13:13:34Z,39.472495333,-104.87551575,1438167
6150,2010-06-20T23:07:29Z,33.2315713,-97.14084445,446529
6152,2010-06-21T01:14:13Z,30.2493640765,-97.7494704723,11368
6152,2010-01-05T19:33:07Z,30.2014010667,-97.8673906167,179565
6153,2010-06-07T00:04:52Z,30.2017409921,-97.8774952432,23541
6155,2010-10-07T15:21:30Z,28.3581201772,-81.5864306688,934873
6155,2010-08-03T14:04:13Z,30.2955185833,-97.72045885,152785
6155,2010-07-02T21:27:10Z,30.2291391988,-97.7548670769,10866
6155,2010-04-08T20:21:04Z,40.7573838364,-73.9856350422,48518
6155,2010-04-06T21:56:21Z,40.7578308137,-73.9864182472,96295
6156,2010-06-18T23:26:22Z,30.3193965833,-97.7394089333,766062
6156,2010-03-21T17:53:33Z,30.25697545,-97.7465592333,728192
6159,2010-07-27T01:18:05Z,29.2761117333,-94.8096223833,566781
6160,2010-10-06T01:21:51Z,30.2689060374,-97.7282747187,46556
6160,2010-08-26T01:32:51Z,30.1726245,-97.78573135,18102
6166,2010-02-06T12:36:37Z,41.6515389833,-71.6085309,515203
6169,2010-02-20T04:53:00Z,37.7770411473,-122.4228215218,25631
6179,2010-05-02T16:30:27Z,37.6133560422,-122.3849487305,133063
6180,2010-02-22T18:03:21Z,37.5384700167,-122.3635768833,9822
6182,2010-06-10T01:31:33Z,37.42008775,-122.0955508,133271
6182,2010-04-01T22:16:42Z,37.4221203,-122.1379674333,29226
