commodity_code,goods_and_use_description,parent_and_commodity_description,usage_statements,commodity_description,standardised_commodity_code
1511901990,"Palm oil and its fractions, whether or not refined, but not chemically modified
Other
Solid fractions
Other
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Palm oil and its fractions, whether or not refined, but not chemically modified
Other
Solid fractions
Other
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,1511901990
1511909100,"Palm oil and its fractions, whether or not refined, but not chemically modified
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption","Palm oil and its fractions, whether or not refined, but not chemically modified
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption",empty_cell,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,1511909100
1511909120,"Palm oil and its fractions, whether or not refined, but not chemically modified
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
For the manufacture of:
 
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915","Palm oil and its fractions, whether or not refined, but not chemically modified
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
For the manufacture of:
 
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915",empty_cell,"For the manufacture of:
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915",1511909120
1511909190,"Palm oil and its fractions, whether or not refined, but not chemically modified
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Palm oil and its fractions, whether or not refined, but not chemically modified
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,1511909190
1511909900,"Palm oil and its fractions, whether or not refined, but not chemically modified
Other
Other
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Palm oil and its fractions, whether or not refined, but not chemically modified
Other
Other
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,1511909900
1512000000,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland","Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified",1512000000
1512111000,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified
Sunflower-seed or safflower oil and fractions thereof
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption","Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified
Sunflower-seed or safflower oil and fractions thereof
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption",empty_cell,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,1512111000
1512191000,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified
Sunflower-seed or safflower oil and fractions thereof
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption","Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified
Sunflower-seed or safflower oil and fractions thereof
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption",empty_cell,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,1512191000
1512191010,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified
Sunflower-seed or safflower oil and fractions thereof
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Refined safflower oil (CAS RN 8001-23-8) for use in the manufacture of
- conjugated linoleic acid of heading 3823 or
- ethyl- or methyl esters of linoleic acid of heading 2916","Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified
Sunflower-seed or safflower oil and fractions thereof
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Refined safflower oil (CAS RN 8001-23-8) for use in the manufacture of
- conjugated linoleic acid of heading 3823 or
- ethyl- or methyl esters of linoleic acid of heading 2916",empty_cell,"Refined safflower oil (CAS RN 8001-23-8) for use in the manufacture of
- conjugated linoleic acid of heading 3823 or
- ethyl- or methyl esters of linoleic acid of heading 2916",1512191010
1512211000,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified
Cotton-seed oil and its fractions
Crude oil, whether or not gossypol has been removed
For technical or industrial uses other than the manufacture of foodstuffs for human consumption","Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified
Cotton-seed oil and its fractions
Crude oil, whether or not gossypol has been removed
For technical or industrial uses other than the manufacture of foodstuffs for human consumption",empty_cell,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,1512211000
1512291000,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified
Cotton-seed oil and its fractions
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption","Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified
Cotton-seed oil and its fractions
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption",empty_cell,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,1512291000
1513111000,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption",empty_cell,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,1513111000
1513111020,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
for the manufacture of:
 
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
for the manufacture of:
 
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915",empty_cell,"for the manufacture of:
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915",1513111020
1513111090,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,1513111090
1513119100,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Crude oil
Other
In immediate packings of a net content not exceeding 1kg
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Crude oil
Other
In immediate packings of a net content not exceeding 1kg","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",In immediate packings of a net content not exceeding 1kg,1513119100
1513119900,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Crude oil
Other
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Crude oil
Other
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,1513119900
1513191100,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Solid fractions
In immediate packings of a net content not exceeding 1kg
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Solid fractions
In immediate packings of a net content not exceeding 1kg","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",In immediate packings of a net content not exceeding 1kg,1513191100
1513191900,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Solid fractions
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Solid fractions
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,1513191900
1513193000,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption",empty_cell,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,1513193000
1513193020,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
For the manufacture of:
 
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
For the manufacture of:
 
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915",empty_cell,"For the manufacture of:
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915",1513193020
1513193090,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Other
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,1513193090
1513199100,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Other
Other
In immediate packings of a net content not exceeding 1kg
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Other
Other
In immediate packings of a net content not exceeding 1kg","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",In immediate packings of a net content not exceeding 1kg,1513199100
1513199900,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Other
Other
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Coconut (copra) oil and its fractions
Other
Other
Other
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,1513199900
1513211000,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Palm kernel or babassu oil and fractions thereof
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Palm kernel or babassu oil and fractions thereof
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption",empty_cell,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,1513211000
1513211020,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Palm kernel or babassu oil and fractions thereof
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Palm kernel oil for the manufacture of:
 
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Palm kernel or babassu oil and fractions thereof
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Palm kernel oil for the manufacture of:
 
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915",empty_cell,"Palm kernel oil for the manufacture of:
-industrial monocarboxylic fatty acids of subheading 3823 19 10,
 
-methyl esters of fatty acids of heading 2915 or 2916,
 
-fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products,
 
-stearic acid of subheading 3823 11 00,
 
-goods of heading 3401, or
 
-fatty acids with high purity of heading 2915",1513211020
1513211090,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Palm kernel or babassu oil and fractions thereof
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Palm kernel or babassu oil and fractions thereof
Crude oil
For technical or industrial uses other than the manufacture of foodstuffs for human consumption
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,1513211090
1513213000,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Palm kernel or babassu oil and fractions thereof
Crude oil
Other
In immediate packings of a net content not exceeding 1kg
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Palm kernel or babassu oil and fractions thereof
Crude oil
Other
In immediate packings of a net content not exceeding 1kg","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",In immediate packings of a net content not exceeding 1kg,1513213000
1513219000,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Palm kernel or babassu oil and fractions thereof
Crude oil
Other
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified
Palm kernel or babassu oil and fractions thereof
Crude oil
Other
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,1513219000
